title,title_note,id,variable_name
FOD1P,Recoded field of degree - first entry,2309,Secondary Teacher Education
FOD1P,Recoded field of degree - first entry,2310,Special Needs Education
FOD1P,Recoded field of degree - first entry,2311,Social Science Or History Teacher Education
FOD1P,Recoded field of degree - first entry,2312,Teacher Education: Multiple Levels
FOD1P,Recoded field of degree - first entry,2313,Language And Drama Education
FOD1P,Recoded field of degree - first entry,2314,Art And Music Education
FOD1P,Recoded field of degree - first entry,2399,Miscellaneous Education
FOD1P,Recoded field of degree - first entry,2400,General Engineering
FOD1P,Recoded field of degree - first entry,2401,Aerospace Engineering
FOD1P,Recoded field of degree - first entry,2402,Biological Engineering
FOD1P,Recoded field of degree - first entry,2403,Architectural Engineering
FOD1P,Recoded field of degree - first entry,2404,Biomedical Engineering
FOD1P,Recoded field of degree - first entry,2405,Chemical Engineering
FOD1P,Recoded field of degree - first entry,2406,Civil Engineering
FOD1P,Recoded field of degree - first entry,2407,Computer Engineering
FOD1P,Recoded field of degree - first entry,2408,Electrical Engineering
FOD1P,Recoded field of degree - first entry,2409,Engineering Mechanics Physics And Science
FOD1P,Recoded field of degree - first entry,2410,Environmental Engineering
FOD1P,Recoded field of degree - first entry,2411,Geological And Geophysical Engineering
FOD1P,Recoded field of degree - first entry,2412,Industrial And Manufacturing Engineering
FOD1P,Recoded field of degree - first entry,2413,Materials Engineering And Materials Science
FOD1P,Recoded field of degree - first entry,2414,Mechanical Engineering
FOD1P,Recoded field of degree - first entry,2415,Metallurgical Engineering
FOD1P,Recoded field of degree - first entry,2416,Mining And Mineral Engineering
FOD1P,Recoded field of degree - first entry,2417,Naval Architecture And Marine Engineering
FOD1P,Recoded field of degree - first entry,2418,Nuclear Engineering
FOD1P,Recoded field of degree - first entry,2419,Petroleum Engineering
FOD1P,Recoded field of degree - first entry,2499,Miscellaneous Engineering
FOD1P,Recoded field of degree - first entry,2500,Engineering Technologies
FOD1P,Recoded field of degree - first entry,2501,Engineering And Industrial Management
FOD1P,Recoded field of degree - first entry,2502,Electrical Engineering Technology
FOD1P,Recoded field of degree - first entry,2503,Industrial Production Technologies
FOD1P,Recoded field of degree - first entry,2504,Mechanical Engineering Related Technologies
FOD1P,Recoded field of degree - first entry,2599,Miscellaneous Engineering Technologies
FOD1P,Recoded field of degree - first entry,2601,Linguistics And Comparative Language And Literature
FOD1P,Recoded field of degree - first entry,2602,French German Latin And Other Common Foreign Language Studies
FOD1P,Recoded field of degree - first entry,2603,Other Foreign Languages
FOD1P,Recoded field of degree - first entry,2901,Family And Consumer Sciences
FOD1P,Recoded field of degree - first entry,3201,Court Reporting
FOD1P,Recoded field of degree - first entry,3202,Pre-Law And Legal Studies
FOD1P,Recoded field of degree - first entry,3301,English Language And Literature
FOD1P,Recoded field of degree - first entry,3302,Composition And Rhetoric
FOD1P,Recoded field of degree - first entry,3401,Liberal Arts
FOD1P,Recoded field of degree - first entry,3402,Humanities
FOD1P,Recoded field of degree - first entry,3501,Library Science
FOD1P,Recoded field of degree - first entry,3600,Biology
FOD1P,Recoded field of degree - first entry,3601,Biochemical Sciences
FOD1P,Recoded field of degree - first entry,3602,Botany
FOD1P,Recoded field of degree - first entry,3603,Molecular Biology
FOD1P,Recoded field of degree - first entry,3604,Ecology
FOD1P,Recoded field of degree - first entry,3605,Genetics
FOD1P,Recoded field of degree - first entry,3606,Microbiology
FOD1P,Recoded field of degree - first entry,3607,Pharmacology
FOD1P,Recoded field of degree - first entry,3608,Physiology
FOD1P,Recoded field of degree - first entry,3609,Zoology
FOD1P,Recoded field of degree - first entry,3611,Neuroscience
FOD1P,Recoded field of degree - first entry,3699,Miscellaneous Biology
FOD1P,Recoded field of degree - first entry,3700,Mathematics
FOD1P,Recoded field of degree - first entry,3701,Applied Mathematics
FOD1P,Recoded field of degree - first entry,3702,Statistics And Decision Science
FOD1P,Recoded field of degree - first entry,3801,Military Technologies
FOD1P,Recoded field of degree - first entry,4000,Multi/Interdisciplinary Studies
FOD1P,Recoded field of degree - first entry,4001,Intercultural And International Studies
FOD1P,Recoded field of degree - first entry,4002,Nutrition Sciences
FOD1P,Recoded field of degree - first entry,4005,Mathematics And Computer Science
FOD1P,Recoded field of degree - first entry,4006,Cognitive Science And Biopsychology
FOD1P,Recoded field of degree - first entry,4007,Interdisciplinary Social Sciences
FOD1P,Recoded field of degree - first entry,4101,Physical Fitness Parks Recreation And Leisure
FOD1P,Recoded field of degree - first entry,4801,Philosophy And Religious Studies
FOD1P,Recoded field of degree - first entry,4901,Theology And Religious Vocations
FOD1P,Recoded field of degree - first entry,5000,Physical Sciences
FOD1P,Recoded field of degree - first entry,5001,Astronomy And Astrophysics
FOD1P,Recoded field of degree - first entry,5002,Atmospheric Sciences And Meteorology
FOD1P,Recoded field of degree - first entry,5003,Chemistry
FOD1P,Recoded field of degree - first entry,5004,Geology And Earth Science
FOD1P,Recoded field of degree - first entry,5005,Geosciences
FOD1P,Recoded field of degree - first entry,5006,Oceanography
FOD1P,Recoded field of degree - first entry,5007,Physics
FOD1P,Recoded field of degree - first entry,5008,Materials Science
FOD1P,Recoded field of degree - first entry,5098,Multi-Disciplinary Or General Science
FOD1P,Recoded field of degree - first entry,5102,"Nuclear, Industrial Radiology, And Biological Technologies"
FOD1P,Recoded field of degree - first entry,5200,Psychology
FOD1P,Recoded field of degree - first entry,5201,Educational Psychology
FOD1P,Recoded field of degree - first entry,5202,Clinical Psychology
FOD1P,Recoded field of degree - first entry,5203,Counseling Psychology
FOD1P,Recoded field of degree - first entry,5205,Industrial And Organizational Psychology
FOD1P,Recoded field of degree - first entry,5206,Social Psychology
FOD1P,Recoded field of degree - first entry,5299,Miscellaneous Psychology
FOD1P,Recoded field of degree - first entry,5301,Criminal Justice And Fire Protection
FOD1P,Recoded field of degree - first entry,5401,Public Administration
FOD1P,Recoded field of degree - first entry,5402,Public Policy
FOD1P,Recoded field of degree - first entry,5403,Human Services And Community Organization
FOD1P,Recoded field of degree - first entry,5404,Social Work
FOD1P,Recoded field of degree - first entry,5500,General Social Sciences
FOD1P,Recoded field of degree - first entry,5501,Economics
FOD1P,Recoded field of degree - first entry,5502,Anthropology And Archeology
FOD1P,Recoded field of degree - first entry,5503,Criminology
FOD1P,Recoded field of degree - first entry,5504,Geography
FOD1P,Recoded field of degree - first entry,5505,International Relations
FOD1P,Recoded field of degree - first entry,5506,Political Science And Government
FOD1P,Recoded field of degree - first entry,5507,Sociology
FOD1P,Recoded field of degree - first entry,5599,Miscellaneous Social Sciences
FOD1P,Recoded field of degree - first entry,5601,Construction Services
FOD1P,Recoded field of degree - first entry,5701,"Electrical, Mechanical, And Precision Technologies And Production"
FOD1P,Recoded field of degree - first entry,5901,Transportation Sciences And Technologies
FOD1P,Recoded field of degree - first entry,6000,Fine Arts
FOD1P,Recoded field of degree - first entry,6001,Drama And Theater Arts
FOD1P,Recoded field of degree - first entry,6002,Music
FOD1P,Recoded field of degree - first entry,6003,Visual And Performing Arts
FOD1P,Recoded field of degree - first entry,6004,Commercial Art And Graphic Design
FOD1P,Recoded field of degree - first entry,6005,Film Video And Photographic Arts
FOD1P,Recoded field of degree - first entry,6006,Art History And Criticism
FOD1P,Recoded field of degree - first entry,6007,Studio Arts
FOD1P,Recoded field of degree - first entry,6099,Miscellaneous Fine Arts
FOD1P,Recoded field of degree - first entry,6100,General Medical And Health Services
FOD1P,Recoded field of degree - first entry,6102,Communication Disorders Sciences And Services
FOD1P,Recoded field of degree - first entry,6103,Health And Medical Administrative Services
FOD1P,Recoded field of degree - first entry,6104,Medical Assisting Services
FOD1P,Recoded field of degree - first entry,6105,Medical Technologies Technicians
FOD1P,Recoded field of degree - first entry,6106,Health And Medical Preparatory Programs
FOD1P,Recoded field of degree - first entry,6107,Nursing
FOD1P,Recoded field of degree - first entry,6108,Pharmacy Pharmaceutical Sciences And Administration
FOD1P,Recoded field of degree - first entry,6109,Treatment Therapy Professions
FOD1P,Recoded field of degree - first entry,6110,Community And Public Health
FOD1P,Recoded field of degree - first entry,6199,Miscellaneous Health Medical Professions
FOD1P,Recoded field of degree - first entry,6200,General Business
FOD1P,Recoded field of degree - first entry,6201,Accounting
FOD1P,Recoded field of degree - first entry,6202,Actuarial Science
FOD1P,Recoded field of degree - first entry,6203,Business Management And Administration
FOD1P,Recoded field of degree - first entry,6204,Operations Logistics And E-Commerce
FOD1P,Recoded field of degree - first entry,6205,Business Economics
FOD1P,Recoded field of degree - first entry,6206,Marketing And Marketing Research
FOD1P,Recoded field of degree - first entry,6207,Finance
FOD1P,Recoded field of degree - first entry,6209,Human Resources And Personnel Management
FOD1P,Recoded field of degree - first entry,6210,International Business
FOD1P,Recoded field of degree - first entry,6211,Hospitality Management
FOD1P,Recoded field of degree - first entry,6212,Management Information Systems And Statistics
FOD1P,Recoded field of degree - first entry,6299,Miscellaneous Business & Medical Administration
FOD1P,Recoded field of degree - first entry,6402,History
FOD1P,Recoded field of degree - first entry,6403,United States History
FOD2P,Recoded field of degree - second entry,bbbb,N/A (Less Than Bachelor's Degree)
FOD2P,Recoded field of degree - second entry,1100,General Agriculture
FOD2P,Recoded field of degree - second entry,1101,Agriculture Production And Management
FOD2P,Recoded field of degree - second entry,1102,Agricultural Economics
FOD2P,Recoded field of degree - second entry,1103,Animal Sciences
FOD2P,Recoded field of degree - second entry,1104,Food Science
FOD2P,Recoded field of degree - second entry,1105,Plant Science And Agronomy
FOD2P,Recoded field of degree - second entry,1106,Soil Science
FOD2P,Recoded field of degree - second entry,1199,Miscellaneous Agriculture
FOD2P,Recoded field of degree - second entry,1301,Environmental Science
FOD2P,Recoded field of degree - second entry,1302,Forestry
FOD2P,Recoded field of degree - second entry,1303,Natural Resources Management
FOD2P,Recoded field of degree - second entry,1401,Architecture
FOD2P,Recoded field of degree - second entry,1501,Area Ethnic And Civilization Studies
FOD2P,Recoded field of degree - second entry,1901,Communications
FOD2P,Recoded field of degree - second entry,1902,Journalism
FOD2P,Recoded field of degree - second entry,1903,Mass Media
FOD2P,Recoded field of degree - second entry,1904,Advertising And Public Relations
FOD2P,Recoded field of degree - second entry,2001,Communication Technologies
FOD2P,Recoded field of degree - second entry,2100,Computer And Information Systems
FOD2P,Recoded field of degree - second entry,2101,Computer Programming And Data Processing
FOD2P,Recoded field of degree - second entry,2102,Computer Science
FOD2P,Recoded field of degree - second entry,2105,Information Sciences
FOD2P,Recoded field of degree - second entry,2106,Computer Administration Management And Security
FOD2P,Recoded field of degree - second entry,2107,Computer Networking And Telecommunications
FOD2P,Recoded field of degree - second entry,2201,Cosmetology Services And Culinary Arts
FOD2P,Recoded field of degree - second entry,2300,General Education
FOD2P,Recoded field of degree - second entry,2301,Educational Administration And Supervision
FOD2P,Recoded field of degree - second entry,2303,School Student Counseling
FOD2P,Recoded field of degree - second entry,2304,Elementary Education
FOD2P,Recoded field of degree - second entry,2305,Mathematics Teacher Education
FOD2P,Recoded field of degree - second entry,2306,Physical And Health Education Teaching
FOD2P,Recoded field of degree - second entry,2307,Early Childhood Education
FOD2P,Recoded field of degree - second entry,2308,Science And Computer Teacher Education
FOD2P,Recoded field of degree - second entry,2309,Secondary Teacher Education
FOD2P,Recoded field of degree - second entry,2310,Special Needs Education
FOD2P,Recoded field of degree - second entry,2311,Social Science Or History Teacher Education
FOD2P,Recoded field of degree - second entry,2312,Teacher Education: Multiple Levels
FOD2P,Recoded field of degree - second entry,2313,Language And Drama Education
FOD2P,Recoded field of degree - second entry,2314,Art And Music Education
FOD2P,Recoded field of degree - second entry,2399,Miscellaneous Education
FOD2P,Recoded field of degree - second entry,2400,General Engineering
FOD2P,Recoded field of degree - second entry,2401,Aerospace Engineering
FOD2P,Recoded field of degree - second entry,2402,Biological Engineering
FOD2P,Recoded field of degree - second entry,2403,Architectural Engineering
FOD2P,Recoded field of degree - second entry,2404,Biomedical Engineering
FOD2P,Recoded field of degree - second entry,2405,Chemical Engineering
FOD2P,Recoded field of degree - second entry,2406,Civil Engineering
FOD2P,Recoded field of degree - second entry,2407,Computer Engineering
FOD2P,Recoded field of degree - second entry,2408,Electrical Engineering
FOD2P,Recoded field of degree - second entry,2409,Engineering Mechanics Physics And Science
FOD2P,Recoded field of degree - second entry,2410,Environmental Engineering
FOD2P,Recoded field of degree - second entry,2411,Geological And Geophysical Engineering
FOD2P,Recoded field of degree - second entry,2412,Industrial And Manufacturing Engineering
FOD2P,Recoded field of degree - second entry,2413,Materials Engineering And Materials Science
FOD2P,Recoded field of degree - second entry,2414,Mechanical Engineering
FOD2P,Recoded field of degree - second entry,2415,Metallurgical Engineering
FOD2P,Recoded field of degree - second entry,2416,Mining And Mineral Engineering
FOD2P,Recoded field of degree - second entry,2417,Naval Architecture And Marine Engineering
FOD2P,Recoded field of degree - second entry,2418,Nuclear Engineering
FOD2P,Recoded field of degree - second entry,2419,Petroleum Engineering
FOD2P,Recoded field of degree - second entry,2499,Miscellaneous Engineering
FOD2P,Recoded field of degree - second entry,2500,Engineering Technologies
FOD2P,Recoded field of degree - second entry,2501,Engineering And Industrial Management
FOD2P,Recoded field of degree - second entry,2502,Electrical Engineering Technology
FOD2P,Recoded field of degree - second entry,2503,Industrial Production Technologies
FOD2P,Recoded field of degree - second entry,2504,Mechanical Engineering Related Technologies
FOD2P,Recoded field of degree - second entry,2599,Miscellaneous Engineering Technologies
FOD2P,Recoded field of degree - second entry,2601,Linguistics And Comparative Language And Literature
FOD2P,Recoded field of degree - second entry,2602,French German Latin And Other Common Foreign Language Studies
FOD2P,Recoded field of degree - second entry,2603,Other Foreign Languages
FOD2P,Recoded field of degree - second entry,2901,Family And Consumer Sciences
FOD2P,Recoded field of degree - second entry,3201,Court Reporting
FOD2P,Recoded field of degree - second entry,3202,Pre-Law And Legal Studies
FOD2P,Recoded field of degree - second entry,3301,English Language And Literature
FOD2P,Recoded field of degree - second entry,3302,Composition And Rhetoric
FOD2P,Recoded field of degree - second entry,3401,Liberal Arts
FOD2P,Recoded field of degree - second entry,3402,Humanities
FOD2P,Recoded field of degree - second entry,3501,Library Science
FOD2P,Recoded field of degree - second entry,3600,Biology
FOD2P,Recoded field of degree - second entry,3601,Biochemical Sciences
FOD2P,Recoded field of degree - second entry,3602,Botany
FOD2P,Recoded field of degree - second entry,3603,Molecular Biology
FOD2P,Recoded field of degree - second entry,3604,Ecology
FOD2P,Recoded field of degree - second entry,3605,Genetics
FOD2P,Recoded field of degree - second entry,3606,Microbiology
FOD2P,Recoded field of degree - second entry,3607,Pharmacology
FOD2P,Recoded field of degree - second entry,3608,Physiology
FOD2P,Recoded field of degree - second entry,3609,Zoology
FOD2P,Recoded field of degree - second entry,3611,Neuroscience
FOD2P,Recoded field of degree - second entry,3699,Miscellaneous Biology
FOD2P,Recoded field of degree - second entry,3700,Mathematics
FOD2P,Recoded field of degree - second entry,3701,Applied Mathematics
FOD2P,Recoded field of degree - second entry,3702,Statistics And Decision Science
FOD2P,Recoded field of degree - second entry,3801,Military Technologies
FOD2P,Recoded field of degree - second entry,4000,Multi/Interdisciplinary Studies
FOD2P,Recoded field of degree - second entry,4001,Intercultural And International Studies
FOD2P,Recoded field of degree - second entry,4002,Nutrition Sciences
FOD2P,Recoded field of degree - second entry,4005,Mathematics And Computer Science
FOD2P,Recoded field of degree - second entry,4006,Cognitive Science And Biopsychology
FOD2P,Recoded field of degree - second entry,4007,Interdisciplinary Social Sciences
FOD2P,Recoded field of degree - second entry,4101,Physical Fitness Parks Recreation And Leisure
FOD2P,Recoded field of degree - second entry,4801,Philosophy And Religious Studies
FOD2P,Recoded field of degree - second entry,4901,Theology And Religious Vocations
FOD2P,Recoded field of degree - second entry,5000,Physical Sciences
FOD2P,Recoded field of degree - second entry,5001,Astronomy And Astrophysics
FOD2P,Recoded field of degree - second entry,5002,Atmospheric Sciences And Meteorology
FOD2P,Recoded field of degree - second entry,5003,Chemistry
FOD2P,Recoded field of degree - second entry,5004,Geology And Earth Science
FOD2P,Recoded field of degree - second entry,5005,Geosciences
FOD2P,Recoded field of degree - second entry,5006,Oceanography
FOD2P,Recoded field of degree - second entry,5007,Physics
FOD2P,Recoded field of degree - second entry,5008,Materials Science
FOD2P,Recoded field of degree - second entry,5098,Multi-Disciplinary Or General Science
FOD2P,Recoded field of degree - second entry,5102,"Nuclear, Industrial Radiology, And Biological Technologies"
FOD2P,Recoded field of degree - second entry,5200,Psychology
FOD2P,Recoded field of degree - second entry,5201,Educational Psychology
FOD2P,Recoded field of degree - second entry,5202,Clinical Psychology
FOD2P,Recoded field of degree - second entry,5203,Counseling Psychology
FOD2P,Recoded field of degree - second entry,5205,Industrial And Organizational Psychology
FOD2P,Recoded field of degree - second entry,5206,Social Psychology
FOD2P,Recoded field of degree - second entry,5299,Miscellaneous Psychology
FOD2P,Recoded field of degree - second entry,5301,Criminal Justice And Fire Protection
FOD2P,Recoded field of degree - second entry,5401,Public Administration
FOD2P,Recoded field of degree - second entry,5402,Public Policy
FOD2P,Recoded field of degree - second entry,5403,Human Services And Community Organization
FOD2P,Recoded field of degree - second entry,5404,Social Work
FOD2P,Recoded field of degree - second entry,5500,General Social Sciences
FOD2P,Recoded field of degree - second entry,5501,Economics
FOD2P,Recoded field of degree - second entry,5502,Anthropology And Archeology
FOD2P,Recoded field of degree - second entry,5503,Criminology
FOD2P,Recoded field of degree - second entry,5504,Geography
FOD2P,Recoded field of degree - second entry,5505,International Relations
FOD2P,Recoded field of degree - second entry,5506,Political Science And Government
FOD2P,Recoded field of degree - second entry,5507,Sociology
FOD2P,Recoded field of degree - second entry,5599,Miscellaneous Social Sciences
FOD2P,Recoded field of degree - second entry,5601,Construction Services
FOD2P,Recoded field of degree - second entry,5701,"Electrical, Mechanical, And Precision Technologies And Production"
FOD2P,Recoded field of degree - second entry,5901,Transportation Sciences And Technologies
FOD2P,Recoded field of degree - second entry,6000,Fine Arts
FOD2P,Recoded field of degree - second entry,6001,Drama And Theater Arts
FOD2P,Recoded field of degree - second entry,6002,Music
FOD2P,Recoded field of degree - second entry,6003,Visual And Performing Arts
FOD2P,Recoded field of degree - second entry,6004,Commercial Art And Graphic Design
FOD2P,Recoded field of degree - second entry,6005,Film Video And Photographic Arts
FOD2P,Recoded field of degree - second entry,6006,Art History And Criticism
FOD2P,Recoded field of degree - second entry,6007,Studio Arts
FOD2P,Recoded field of degree - second entry,6099,Miscellaneous Fine Arts
FOD2P,Recoded field of degree - second entry,6100,General Medical And Health Services
FOD2P,Recoded field of degree - second entry,6102,Communication Disorders Sciences And Services
FOD2P,Recoded field of degree - second entry,6103,Health And Medical Administrative Services
FOD2P,Recoded field of degree - second entry,6104,Medical Assisting Services
FOD2P,Recoded field of degree - second entry,6105,Medical Technologies Technicians
FOD2P,Recoded field of degree - second entry,6106,Health And Medical Preparatory Programs
FOD2P,Recoded field of degree - second entry,6107,Nursing
FOD2P,Recoded field of degree - second entry,6108,Pharmacy Pharmaceutical Sciences And Administration
FOD2P,Recoded field of degree - second entry,6109,Treatment Therapy Professions
FOD2P,Recoded field of degree - second entry,6110,Community And Public Health
FOD2P,Recoded field of degree - second entry,6199,Miscellaneous Health Medical Professions
FOD2P,Recoded field of degree - second entry,6200,General Business
FOD2P,Recoded field of degree - second entry,6201,Accounting
FOD2P,Recoded field of degree - second entry,6202,Actuarial Science
FOD2P,Recoded field of degree - second entry,6203,Business Management And Administration
FOD2P,Recoded field of degree - second entry,6204,Operations Logistics And E-Commerce
FOD2P,Recoded field of degree - second entry,6205,Business Economics
FOD2P,Recoded field of degree - second entry,6206,Marketing And Marketing Research
FOD2P,Recoded field of degree - second entry,6207,Finance
FOD2P,Recoded field of degree - second entry,6209,Human Resources And Personnel Management
FOD2P,Recoded field of degree - second entry,6210,International Business
FOD2P,Recoded field of degree - second entry,6211,Hospitality Management
FOD2P,Recoded field of degree - second entry,6212,Management Information Systems And Statistics
FOD2P,Recoded field of degree - second entry,6299,Miscellaneous Business & Medical Administration
FOD2P,Recoded field of degree - second entry,6402,History
FOD2P,Recoded field of degree - second entry,6403,United States History
HICOV,Health insurance coverage recode,1,With health insurance coverage
HICOV,Health insurance coverage recode,2,No health insurance coverage
HISP,Recoded detailed Hispanic origin ,01,Not Spanish/Hispanic/Latino
HISP,Recoded detailed Hispanic origin ,02,Mexican
HISP,Recoded detailed Hispanic origin ,03,Puerto Rican
HISP,Recoded detailed Hispanic origin ,04,Cuban
HISP,Recoded detailed Hispanic origin ,05,Dominican
HISP,Recoded detailed Hispanic origin ,06,Costa Rican
HISP,Recoded detailed Hispanic origin ,07,Guatemalan
HISP,Recoded detailed Hispanic origin ,08,Honduran
HISP,Recoded detailed Hispanic origin ,09,Nicaraguan
HISP,Recoded detailed Hispanic origin ,10,Panamanian
HISP,Recoded detailed Hispanic origin ,11,Salvadoran
HISP,Recoded detailed Hispanic origin ,12,Other Central American
HISP,Recoded detailed Hispanic origin ,13,Argentinean
HISP,Recoded detailed Hispanic origin ,14,Bolivian
HISP,Recoded detailed Hispanic origin ,15,Chilean
HISP,Recoded detailed Hispanic origin ,16,Colombian
HISP,Recoded detailed Hispanic origin ,17,Ecuadorian
HISP,Recoded detailed Hispanic origin ,18,Paraguayan
HISP,Recoded detailed Hispanic origin ,19,Peruvian
HISP,Recoded detailed Hispanic origin ,20,Uruguayan
HISP,Recoded detailed Hispanic origin ,21,Venezuelan
HISP,Recoded detailed Hispanic origin ,22,Other South American
HISP,Recoded detailed Hispanic origin ,23,Spaniard
HISP,Recoded detailed Hispanic origin ,24,All Other Spanish/Hispanic/Latino
INDP,Industry recode based on 2012 IND codes,bbbb,Not in universe (less than 16 years old/NILF who last worked more than 5 years ago or never worked)
INDP,Industry recode based on 2012 IND codes,0170,AGR-Crop Production
INDP,Industry recode based on 2012 IND codes,0180,AGR-Animal Production And Aquaculture
INDP,Industry recode based on 2012 IND codes,0190,AGR-Forestry Except Logging
INDP,Industry recode based on 2012 IND codes,0270,AGR-Logging
INDP,Industry recode based on 2012 IND codes,0280,"AGR-Fishing, Hunting, And Trapping"
INDP,Industry recode based on 2012 IND codes,0290,AGR-Support Activities For Agriculture And Forestry
INDP,Industry recode based on 2012 IND codes,0370,EXT-Oil And Gas Extraction
INDP,Industry recode based on 2012 IND codes,0380,EXT-Coal Mining
INDP,Industry recode based on 2012 IND codes,0390,EXT-Metal Ore Mining
INDP,Industry recode based on 2012 IND codes,0470,EXT-Nonmetallic Mineral Mining And Quarrying
INDP,Industry recode based on 2012 IND codes,0490,EXT-Support Activities For Mining
INDP,Industry recode based on 2012 IND codes,0570,"UTL-Electric Power Generation, Transmission And Distribution"
INDP,Industry recode based on 2012 IND codes,0580,UTL-Natural Gas Distribution
INDP,Industry recode based on 2012 IND codes,0590,"UTL-Electric And Gas, And Other Combinations"
INDP,Industry recode based on 2012 IND codes,0670,"UTL-Water, Steam, Air Conditioning, And Irrigation Systems"
INDP,Industry recode based on 2012 IND codes,0680,UTL-Sewage Treatment Facilities
INDP,Industry recode based on 2012 IND codes,0690,UTL-Not Specified Utilities
INDP,Industry recode based on 2012 IND codes,0770,"CON-Construction, Incl Cleaning During And Imm After"
INDP,Industry recode based on 2012 IND codes,1070,"MFG-Animal Food, Grain And Oilseed Milling"
INDP,Industry recode based on 2012 IND codes,1080,MFG-Sugar And Confectionery Products
INDP,Industry recode based on 2012 IND codes,1090,MFG-Fruit And Vegetable Preserving And Specialty Foods
INDP,Industry recode based on 2012 IND codes,1170,MFG-Dairy Products
INDP,Industry recode based on 2012 IND codes,1180,MFG-Animal Slaughtering And Processing
INDP,Industry recode based on 2012 IND codes,1190,MFG-Retail Bakeries
INDP,Industry recode based on 2012 IND codes,1270,"MFG-Bakeries And Tortilla, Except Retail Bakeries"
INDP,Industry recode based on 2012 IND codes,1280,"MFG-Seafood And Other Miscellaneous Foods, N.E.C."
INDP,Industry recode based on 2012 IND codes,1290,MFG-Not Specified Food Industries
INDP,Industry recode based on 2012 IND codes,1370,MFG-Beverage
INDP,Industry recode based on 2012 IND codes,1390,MFG-Tobacco
INDP,Industry recode based on 2012 IND codes,1470,"MFG-Fiber, Yarn, And Thread Mills"
INDP,Industry recode based on 2012 IND codes,1480,"MFG-Fabric Mills, Except Knitting Mills"
INDP,Industry recode based on 2012 IND codes,1490,MFG-Textile And Fabric Finishing And Fabric Coating Mills
INDP,Industry recode based on 2012 IND codes,1570,MFG-Carpet And Rug Mills
INDP,Industry recode based on 2012 IND codes,1590,"MFG-Textile Product Mills, Except Carpet And Rug"
INDP,Industry recode based on 2012 IND codes,1670,"MFG-Knitting Fabric Mills, And Apparel Knitting Mills"
INDP,Industry recode based on 2012 IND codes,1680,MFG-Cut And Sew Apparel
INDP,Industry recode based on 2012 IND codes,1690,MFG-Apparel Accessories And Other Apparel
INDP,Industry recode based on 2012 IND codes,1770,MFG-Footwear
INDP,Industry recode based on 2012 IND codes,1790,MFG-Leather Tanning And Finishing And Other Allied Products Manufacturing
INDP,Industry recode based on 2012 IND codes,1870,"MFG-Pulp, Paper, And Paperboard Mills"
INDP,Industry recode based on 2012 IND codes,1880,MFG-Paperboard Container
INDP,Industry recode based on 2012 IND codes,1890,MFG-Miscellaneous Paper And Pulp Products
INDP,Industry recode based on 2012 IND codes,1990,MFG-Printing And Related Support Activities
INDP,Industry recode based on 2012 IND codes,2070,MFG-Petroleum Refining
INDP,Industry recode based on 2012 IND codes,2090,MFG-Miscellaneous Petroleum And Coal Products
INDP,Industry recode based on 2012 IND codes,2170,"MFG-Resin, Synthetic Rubber, And Fibers And Filaments"
INDP,Industry recode based on 2012 IND codes,2180,MFG-Agricultural Chemicals
INDP,Industry recode based on 2012 IND codes,2190,MFG-Pharmaceuticals And Medicines
INDP,Industry recode based on 2012 IND codes,2270,"MFG-Paint, Coating, And Adhesives"
INDP,Industry recode based on 2012 IND codes,2280,"MFG-Soap, Cleaning Compound, And Cosmetics"
INDP,Industry recode based on 2012 IND codes,2290,MFG-Industrial And Miscellaneous Chemicals
INDP,Industry recode based on 2012 IND codes,2370,MFG-Plastics Products
INDP,Industry recode based on 2012 IND codes,2380,MFG-Tires
INDP,Industry recode based on 2012 IND codes,2390,"MFG-Rubber Products, Except Tires"
INDP,Industry recode based on 2012 IND codes,2470,"MFG-Pottery, Ceramics, And Plumbing Fixture Manufacturing"
INDP,Industry recode based on 2012 IND codes,2480,MFG- Clay Building Material And Refractories
INDP,Industry recode based on 2012 IND codes,2490,MFG-Glass And Glass Products
INDP,Industry recode based on 2012 IND codes,2570,"MFG-Cement, Concrete, Lime, And Gypsum Products"
INDP,Industry recode based on 2012 IND codes,2590,MFG-Miscellaneous Nonmetallic Mineral Products
INDP,Industry recode based on 2012 IND codes,2670,MFG-Iron And Steel Mills And Steel Products
INDP,Industry recode based on 2012 IND codes,2680,MFG-Aluminum Production And Processing
INDP,Industry recode based on 2012 IND codes,2690,"MFG-Nonferrous Metal, Except Aluminum, Production And Processing"
INDP,Industry recode based on 2012 IND codes,2770,MFG-Foundries
INDP,Industry recode based on 2012 IND codes,2780,MFG-Metal Forgings And Stampings
INDP,Industry recode based on 2012 IND codes,2790,MFG-Cutlery And Hand Tools
INDP,Industry recode based on 2012 IND codes,2870,"MFG-Structural Metals, And Boiler, Tank, And Shipping Containers"
INDP,Industry recode based on 2012 IND codes,2880,"MFG-Machine Shops; Turned Products; Screws, Nuts And Bolts"
INDP,Industry recode based on 2012 IND codes,2890,"MFG-Coating, Engraving, Heat Treating And Allied Activities"
INDP,Industry recode based on 2012 IND codes,2970,MFG-Ordnance
INDP,Industry recode based on 2012 IND codes,2980,MFG-Miscellaneous Fabricated Metal Products
INDP,Industry recode based on 2012 IND codes,2990,MFG-Not Specified Metal Industries
INDP,Industry recode based on 2012 IND codes,3070,MFG-Agricultural Implements
